127870,all,1
128284,all,25
128749,all,15
12905,all,21
129166,all,4
129257,all,0
12940,all,14
129499,all,3
13013,all,2
130168,all,7
130318,all,3
130330,all,0
13037,all,1
130397,all,54
130408,all,135
13049,all,6
13064,all,55
130696,all,7
130699,all,18
130733,all,77
130780,all,0
13085,all,17
13112,all,41
131379,all,37
131442,all,0
131448,all,10
131451,all,1
131676,all,5
131742,all,9
131835,all,5
131934,all,3
132051,all,6
132465,all,16
132539,all,0
132570,all,8
13282,all,119
132849,all,0
133659,all,1
133962,all,78
133980,all,167
134336,all,213
134391,all,1
134469,all,68
134676,all,2
135033,all,23
135072,all,39
135090,all,1
135153,all,0
135273,all,43
135477,all,0
135831,all,9
135921,all,23
135963,all,10
136017,all,9
136034,all,92
136668,all,7
136692,all,0
136722,all,13
136956,all,23
137136,all,0
137175,all,8
137244,all,13
137592,all,12
137622,all,1
137649,all,122
138006,all,38
138576,all,2
138606,all,116
138645,all,1
138840,all,21
139254,all,1
139614,all,81
139959,all,0
140181,all,5
140250,all,6
140438,all,39
140661,all,15
140793,all,4
140862,all,11
141207,all,0
141369,all,12
141395,all,272
141885,all,13
14207,all,30
142104,all,81
142418,all,92
142422,all,0
142614,all,0
142680,all,0
142683,all,20
142782,all,9
142842,all,6
14291,all,1
143003,all,416
143196,all,23
14321,all,0
143514,all,0
143583,all,50
143867,all,5
14393,all,29
14399,all,12
144273,all,0
144420,all,13
144540,all,1
144561,all,0
14471,all,11
144954,all,0
145050,all,17
145137,all,10
145269,all,12
145284,all,0
145308,all,10
145968,all,0
146001,all,0
146043,all,12
146070,all,3
14663,all,0
146679,all,9
146967,all,25
147132,all,0
14714,all,0
147153,all,14
147185,all,1011
147186,all,28
147255,all,1
147390,all,3
147420,all,408
147669,all,18
147699,all,7
147705,all,20
148053,all,22
148112,all,38
148119,all,2
148193,all,203
148272,all,4
148275,all,16
148569,all,42
148668,all,12
14920,all,100
149304,all,5
149340,all,2
149364,all,2
149598,all,0
14960,all,6
149712,all,9
149832,all,478
149943,all,2
149961,all,1646
150003,all,0
150087,all,36
150126,all,263
150360,all,0
150453,all,0
150483,all,32
150516,all,3
150528,all,510
150585,all,28
150834,all,6
150905,all,67
151025,all,285
151251,all,2
151326,all,118
151374,all,90
151536,all,16
15170,all,42
151739,all,555
151776,all,486
15191,all,105
15200,all,0
152331,all,97
152439,all,0
15257,all,2
152772,all,127
152784,all,232
152787,all,0
152949,all,4
153591,all,6
154002,all,25
154038,all,1
15413,all,1
154203,all,1
154386,all,3
154641,all,135
154800,all,3
154815,all,14
154908,all,0
154911,all,0
155418,all,1
155478,all,7
155708,all,11
15584,all,36
156560,all,25
156561,all,12
156659,all,68
156660,all,14
156696,all,1
156702,all,5
157848,all,52
158171,all,125
158387,all,62
158388,all,10
159354,all,3
159483,all,16
160181,all,0
16043,all,57
160626,all,19
16109,all,0
161205,all,1
161238,all,0
161340,all,9
161378,all,1175
161556,all,8
161685,all,4
161850,all,3
162006,all,0
162171,all,5
16235,all,6
16241,all,99
162744,all,11
162833,all,79
162840,all,7
162875,all,111
162900,all,24
162939,all,22
163074,all,47
163088,all,63
163290,all,4
164240,all,81
164286,all,0
16434,all,17
164346,all,0
164403,all,2
164406,all,0
164436,all,4
164484,all,118
164535,all,5
164631,all,27
164666,all,217
164703,all,10
165345,all,60
165969,all,10
165981,all,2
166068,all,1
166167,all,11
16632,all,175
166581,all,0
16659,all,24
166800,all,5
166875,all,0
166938,all,8
167001,all,23
167265,all,190
167289,all,0
167349,all,0
167376,all,30
167391,all,8
167715,all,640
167931,all,3
168348,all,0
16926,all,9
17199,all,1
17358,all,0
17392,all,59
17523,all,0
17574,all,2
17610,all,2
1765,all,35
17667,all,5
17731,all,15
17754,all,0
17946,all,4
18030,all,8
18063,all,0
18435,all,0
18958,all,607
19170,all,12
1967,all,0
197,all,37
19869,all,257
19914,all,2
19962,all,9
19966,all,28
20088,all,140
20166,all,11
20499,all,9
21399,all,23
21570,all,9
22108,all,200
22282,all,200
22338,all,40
22344,all,214
2274,all,6
22938,all,19
23160,all,8
23571,all,18
23671,all,102
23692,all,253
23799,all,0
24018,all,2
24174,all,939
24183,all,1
24198,all,13
24222,all,20
24264,all,2
24366,all,1
24378,all,11
24528,all,18
24615,all,39
24679,all,294
24867,all,4
25455,all,1
25839,all,7
25986,all,2
25995,all,10
26079,all,6
26115,all,2
26290,all,3
26307,all,0
26427,all,12
26562,all,6
26622,all,27
26655,all,16
26667,all,0
26679,all,13
27195,all,156
27462,all,7
28026,all,0
28056,all,89
28086,all,10
28111,all,61
28113,all,80
28174,all,136
28810,all,69
28881,all,72
28887,all,53
29262,all,58
29271,all,212
29542,all,1011
29631,all,3
29751,all,0
29775,all,0
300,all,28
30087,all,3
30174,all,25
3024,all,2
30378,all,2
30442,all,90
30444,all,13
30486,all,273
30513,all,79
30567,all,0
30574,all,51
30654,all,0
30915,all,0
30918,all,12
30927,all,24
30940,all,152
30951,all,6
31026,all,0
31275,all,2
31299,all,47
31344,all,31
31491,all,1
31683,all,49
31713,all,561
31938,all,1
32019,all,14
32340,all,12
32439,all,7
32484,all,177
32715,all,0
32754,all,26
32782,all,15
3279,all,188
32869,all,0
33037,all,0
33133,all,0
33166,all,41
33172,all,8
33388,all,1
33796,all,17
33982,all,175
34047,all,65
34078,all,11
34108,all,4
34270,all,86
3435,all,775
34774,all,9
34894,all,2
35134,all,19
35299,all,271
35700,all,300
35740,all,1
35788,all,0
35911,all,3
36046,all,65
36223,all,0
36379,all,526
3654,all,25
36565,all,13
36589,all,4
36844,all,7
36879,all,103
37060,all,251
37645,all,110
38095,all,16
38158,all,9
38182,all,15
38197,all,1
38341,all,34
38581,all,3
38638,all,3
38647,all,1
38695,all,7
38716,all,1
38758,all,13
38797,all,5
38830,all,7
38836,all,14
39133,all,17
39190,all,85
39412,all,19
39436,all,10
39709,all,0
39718,all,192
39783,all,88
39796,all,10
40173,all,33
40198,all,0
40207,all,15
40255,all,1
40438,all,1
4044,all,0
40693,all,0
41158,all,6
41590,all,31
41655,all,1454
41860,all,5
41869,all,14
41884,all,1
42004,all,2
42093,all,96
42301,all,190
42355,all,0
42391,all,4
42652,all,4
42829,all,205
42853,all,1
42883,all,74
43162,all,0
43429,all,9
43918,all,50
44580,all,101
44815,all,0
45190,all,141
45223,all,9
45247,all,0
45268,all,0
46147,all,232
46708,all,195
46750,all,3
46933,all,30
46942,all,23
46948,all,4
47134,all,6
47151,all,275
47206,all,42
47230,all,0
47335,all,12
47340,all,45
47557,all,32
47605,all,5
47623,all,0
47662,all,24
48025,all,130
48262,all,367
48277,all,7
48352,all,114
48919,all,0
49540,all,11
49573,all,28
49612,all,11
49732,all,4
49885,all,27
50374,all,28
50389,all,29
50470,all,1
50485,all,17
50887,all,462
51007,all,3
51262,all,4
51316,all,5
51346,all,0
5141,all,148
51412,all,7
5219,all,167
52372,all,7
52381,all,100
52564,all,20
52645,all,1
52678,all,12
52711,all,0
5303,all,0
53110,all,7
53116,all,1
53140,all,1
53350,all,11
53446,all,36
535,all,29
53830,all,3
54388,all,95
54469,all,0
54511,all,6
54661,all,0
54688,all,13
54717,all,158
54732,all,140
54781,all,4
54790,all,14
54886,all,0
55159,all,20
5519,all,35
55303,all,72
55318,all,4
55591,all,16
55608,all,145
55750,all,0
55948,all,1
55957,all,0
55966,all,271
55981,all,1
55996,all,1
56212,all,25
56647,all,1
56764,all,7
56797,all,1
56806,all,0
56821,all,4
56845,all,2
57079,all,4
57268,all,6
57271,all,2
57274,all,52
57316,all,20
57493,all,4
57886,all,4
57943,all,3
57997,all,0
58119,all,542
58366,all,3
58372,all,7
58399,all,0
58444,all,6
58462,all,0
585,all,44
58552,all,54
58630,all,16
58959,all,317
59311,all,7
5949,all,152
59548,all,1
59590,all,1
59596,all,7
59740,all,3
60061,all,0
60096,all,44
60109,all,90
60133,all,0
60163,all,87
60358,all,1
60364,all,5
60382,all,0
60391,all,11
60604,all,11
61102,all,0
61143,all,192
61285,all,323
61294,all,5
61390,all,0
61540,all,6
61558,all,3
61561,all,846
61695,all,35
62127,all,22
62431,all,211
62479,all,4
62502,all,53
62623,all,9
62940,all,0
62964,all,189
63408,all,81
63547,all,116
63589,all,3
63652,all,17
63670,all,4
63718,all,2
63922,all,76
64381,all,1463
64477,all,2
64768,all,32
64948,all,0
65023,all,1
65236,all,3
65271,all,347
65476,all,12
65479,all,26
65494,all,9
65517,all,73
65551,all,68
65560,all,0
65567,all,47
65578,all,108
65593,all,5
65713,all,106
6572,all,3
65836,all,3
66220,all,3
66811,all,6
67435,all,0
67936,all,15
68077,all,20
68377,all,32
68440,all,22
68795,all,203
69106,all,179
69115,all,13
6939,all,114
70012,all,1
70120,all,0
70270,all,0
70444,all,2
70474,all,1
70490,all,141
70522,all,3
70588,all,25
70600,all,7
70810,all,8
71005,all,9
71152,all,70
71275,all,18
71356,all,28
71389,all,3
71449,all,8
71933,all,56
71947,all,14
72136,all,35
72667,all,7
727,all,0
72952,all,0
73342,all,0
73432,all,5
73531,all,1
73768,all,0
74215,all,512
74479,all,60
74794,all,6
75388,all,4
75706,all,9
75742,all,12
75871,all,143
75949,all,0
76231,all,37
76240,all,162
77017,all,1
7716,all,65
77161,all,48
77290,all,9
77314,all,60
77360,all,0
77419,all,18
78286,all,2
78346,all,0
78349,all,0
78365,all,793
78472,all,0
78476,all,312
78541,all,26
78958,all,5
79018,all,2
79066,all,2
79132,all,26
79192,all,57
79276,all,1
79531,all,21
79645,all,4
79996,all,0
80062,all,22
80078,all,42
80251,all,2
80528,all,170
80575,all,2
80611,all,237
80665,all,3
80701,all,0
81034,all,2
81145,all,0
81196,all,0
81229,all,1
81244,all,45
81343,all,86
81356,all,143
81358,all,0
81466,all,29
81520,all,74
82025,all,82
8207,all,0
82105,all,1
8230,all,407
82606,all,79
8267,all,1
82840,all,0
82846,all,23
82894,all,6
83405,all,71
83563,all,3
83671,all,309
8393,all,17
8426,all,53
84556,all,1
84586,all,2
84634,all,13
8474,all,2
84763,all,2
8477,all,0
84811,all,13
84923,all,304
84988,all,4
85177,all,2
85291,all,7
85339,all,14
85567,all,21
85852,all,1
86122,all,12
86153,all,55
86218,all,0
86311,all,84
86377,all,6
86953,all,0
87064,all,2
87067,all,0
87082,all,0
87181,all,3
87277,all,86
88120,all,12
88432,all,1
88489,all,0
8879,all,4
88831,all,0
88888,all,4
88924,all,0
88969,all,2
89009,all,81
8903,all,3
89185,all,462
89257,all,5
8933,all,25
89362,all,11
90367,all,0
90545,all,279
90619,all,0
9089,all,1
90904,all,2
91007,all,37
91183,all,63
91226,all,302
91261,all,11
91291,all,3
91402,all,12
91405,all,0
91804,all,2
92098,all,52
92137,all,1
9215,all,60
92188,all,43
92314,all,0
92536,all,2
92542,all,10
92827,all,23
92873,all,176
93019,all,17
93115,all,0
93187,all,56
93808,all,0
93881,all,165
94046,all,59
94087,all,0
94156,all,1215
94171,all,2
94193,all,307
9425,all,1
94366,all,19
94414,all,0
94666,all,7
9533,all,11
9551,all,40
95722,all,5
9574,all,228
9590,all,554
9595,all,36
96025,all,1
9611,all,1
96223,all,20
96283,all,33
96460,all,24
96526,all,0
96586,all,12
9659,all,0
96688,all,4
9689,all,170
9707,all,3
9754,all,0
97672,all,25
97819,all,194
97900,all,38
9827,all,6
99019,all,107
99049,all,4
99211,all,2
99376,all,73
99577,all,1
9964,all,0
99706,all,0
99802,all,0
99904,all,84
99920,all,0
100015,1,0
100060,1,1
100126,1,1
100267,1,0
100840,1,0
101615,1,14
101896,1,0
102094,1,2
102362,1,1
102476,1,5
102478,1,4
102811,1,5
102955,1,0
103184,1,13
103198,1,0
10325,1,2
103261,1,1
103267,1,67
103330,1,15
103390,1,13
103580,1,48
103675,1,0
103855,1,1
104536,1,0
104764,1,4
104776,1,0
104800,1,8
104848,1,0
104890,1,0
105301,1,25
105436,1,0
105562,1,0
105613,1,0
105784,1,4
105802,1,1
105865,1,0
105932,1,0
106249,1,0
106363,1,3
106634,1,0
106702,1,8
106714,1,0
107245,1,2
107446,1,0
107567,1,41
107578,1,9
107596,1,0
108124,1,1
108265,1,1
108475,1,2
108874,1,0
108958,1,8
109129,1,0
109213,1,0
10931,1,50
109336,1,0
109387,1,0
109390,1,0
10943,1,3
10949,1,1
109532,1,63
109771,1,0
10991,1,0
109945,1,10
110617,1,0
11068,1,32
110680,1,1
110906,1,13
111017,1,6
11108,1,318
111401,1,43
111406,1,5
111931,1,0
111949,1,0
111964,1,21
112540,1,0
11255,1,21
112729,1,0
113035,1,0
113161,1,0
113242,1,5
113275,1,7
113293,1,0
113308,1,0
113389,1,6
113404,1,0
113465,1,46
113881,1,0
113929,1,0
114172,1,0
114176,1,0
11447,1,3
114472,1,0
114538,1,0
114811,1,3
115207,1,9
11534,1,0
115453,1,0
116248,1,2
116314,1,0
116389,1,0
116749,1,3
116764,1,0
116809,1,0
116878,1,1
117691,1,2
118234,1,1
118750,1,9
118792,1,0
119041,1,61
119098,1,0
11921,1,1
119563,1,0
119596,1,0
11987,1,0
120088,1,2
120238,1,1
120271,1,2
120286,1,21
120307,1,61
120347,1,49
120397,1,1
120586,1,3
120607,1,0
120685,1,0
120697,1,10
121016,1,289
121033,1,28
12104,1,0
121081,1,7
121232,1,22
121417,1,1
121450,1,70
121597,1,0
121630,1,2
122044,1,0
122173,1,1
12223,1,0
122476,1,0
122509,1,3
123017,1,40
123499,1,0
123571,1,0
123628,1,2
123871,1,3
123928,1,1
124111,1,2
124666,1,1
124837,1,22
12485,1,2
124906,1,4
125563,1,0
125581,1,1
125899,1,0
125935,1,0
126046,1,4
126058,1,0
126061,1,0
126175,1,1
12659,1,4
127018,1,5
127081,1,0
127693,1,1
127807,1,0
127870,1,0
128284,1,1
128749,1,0
12905,1,5
129257,1,0
12940,1,0
129499,1,1
13013,1,0
130168,1,1
130318,1,3
130330,1,0
130397,1,8
130408,1,3
13049,1,0
13064,1,35
130696,1,0
130699,1,3
130733,1,25
130780,1,0
13085,1,0
13112,1,10
131379,1,1
131448,1,0
131451,1,1
131676,1,0
131742,1,3
131835,1,1
131934,1,0
132051,1,0
132465,1,3
132539,1,0
132570,1,0
13282,1,30
132849,1,0
133962,1,14
133980,1,37
134336,1,37
134469,1,8
134676,1,2
135033,1,4
135072,1,4
135153,1,0
135273,1,8
135477,1,0
135831,1,6
135921,1,3
135963,1,1
136017,1,0
136034,1,11
136668,1,0
136692,1,0
136722,1,4
136956,1,2
137136,1,4
137175,1,1
137244,1,1
137592,1,4
137622,1,0
137649,1,25
138006,1,8
138576,1,0
138606,1,19
138645,1,0
138840,1,5
139254,1,0
139614,1,43
139959,1,0
140181,1,0
140250,1,1
140438,1,1
140661,1,4
140793,1,0
140862,1,0
141207,1,0
141369,1,1
141395,1,33
141885,1,4
14207,1,0
142104,1,18
142418,1,38
142422,1,0
142614,1,0
142680,1,0
142683,1,0
142782,1,0
142842,1,0
14291,1,0
143003,1,69
143196,1,5
14321,1,0
143514,1,1
143583,1,25
143867,1,0
14393,1,21
14399,1,2
144273,1,0
144420,1,2
144540,1,0
144561,1,0
14471,1,0
144954,1,0
145050,1,2
145137,1,4
145269,1,9
145284,1,0
145308,1,1
145968,1,0
146001,1,1
146043,1,1
146070,1,0
14663,1,0
146679,1,0
146967,1,2
147132,1,0
14714,1,0
147153,1,7
147185,1,205
147186,1,2
147255,1,0
147390,1,3
147420,1,59
147669,1,0
147699,1,1
147705,1,1
148053,1,0
148112,1,10
148119,1,0
148193,1,31
148272,1,0
148275,1,0
148569,1,10
148668,1,1
14920,1,16
149304,1,0
149340,1,0
149364,1,1
149598,1,4
14960,1,0
149712,1,5
149832,1,117
149943,1,0
149961,1,258
150003,1,0
150087,1,7
150126,1,70
150360,1,2
150453,1,0
150483,1,4
150516,1,0
150528,1,118
150585,1,0
150834,1,0
150905,1,14
151025,1,100
151251,1,0
151326,1,7
151374,1,10
151536,1,1
15170,1,2
151739,1,129
151776,1,153
15191,1,22
15200,1,1
152331,1,12
152439,1,0
15257,1,0
152772,1,10
152784,1,47
153591,1,0
154002,1,0
15413,1,1
154203,1,0
154641,1,26
154800,1,1
154815,1,3
154908,1,0
154911,1,2
155418,1,0
155478,1,3
155708,1,4
15584,1,7
156560,1,2
156561,1,3
156659,1,59
156660,1,5
156702,1,1
157848,1,15
158171,1,43
158387,1,7
158388,1,0
159354,1,0
159483,1,6
160181,1,8
16043,1,4
160626,1,0
16109,1,0
161205,1,2
161238,1,0
161340,1,0
161378,1,201
161556,1,2
161685,1,1
161850,1,2
162006,1,0
16235,1,0
16241,1,77
162744,1,1
162833,1,10
162840,1,5
162875,1,12
162900,1,4
162939,1,5
163074,1,14
163088,1,11
163290,1,0
164240,1,41
164286,1,0
164346,1,0
164403,1,0
164406,1,0
164436,1,2
164484,1,43
164535,1,0
164631,1,2
164666,1,53
164703,1,1
165345,1,8
165969,1,0
165981,1,6
166068,1,0
166167,1,0
16632,1,56
166581,1,0
16659,1,4
166800,1,1
166875,1,0
166938,1,0
167001,1,5
167265,1,23
167289,1,1
167349,1,0
167376,1,4
167391,1,0
167715,1,107
167931,1,3
168348,1,0
16926,1,4
17358,1,0
17392,1,9
17523,1,0
17574,1,1
1765,1,8
17667,1,1
17731,1,0
17754,1,0
17946,1,0
18030,1,0
18063,1,0
18435,1,0
18958,1,86
19170,1,0
1967,1,0
197,1,15
19869,1,31
19962,1,2
19966,1,4
20088,1,29
20166,1,0
20499,1,1
21399,1,0
21570,1,2
22108,1,15
22282,1,59
22338,1,8
22344,1,32
2274,1,2
22938,1,0
23160,1,0
23571,1,1
23671,1,11
23692,1,51
24174,1,70
24183,1,0
24198,1,4
24222,1,9
24264,1,0
24366,1,0
24378,1,1
24528,1,5
24615,1,15
24679,1,26
24867,1,3
25455,1,1
25839,1,0
25986,1,0
25995,1,10
26115,1,0
26290,1,0
26307,1,0
26427,1,3
26562,1,0
26622,1,9
26655,1,3
26667,1,0
26679,1,3
27195,1,23
27462,1,3
28026,1,0
28056,1,10
28086,1,1
28111,1,19
28113,1,14
28174,1,24
28810,1,22
28881,1,18
28887,1,2
29262,1,0
29271,1,17
29542,1,209
29751,1,0
29775,1,1
300,1,4
30087,1,1
30174,1,0
3024,1,0
30442,1,10
30444,1,0
30486,1,13
30513,1,3
30567,1,0
30574,1,7
30654,1,0
30915,1,0
30918,1,1
30927,1,3
30940,1,10
31275,1,1
31299,1,5
31344,1,3
31491,1,0
31683,1,9
31713,1,173
32019,1,0
32340,1,1
32439,1,0
32484,1,34
32754,1,3
32782,1,1
3279,1,26
32869,1,2
33037,1,0
33133,1,0
33166,1,5
33172,1,1
33388,1,0
33796,1,0
33982,1,66
34047,1,7
34078,1,2
34108,1,0
34270,1,3
3435,1,65
34774,1,0
34894,1,0
35134,1,0
35299,1,55
35700,1,0
35740,1,1
35788,1,1
36046,1,7
36223,1,0
36379,1,45
3654,1,0
36565,1,10
36589,1,1
36844,1,1
36879,1,12
37060,1,47
37645,1,19
38095,1,7
38158,1,0
38182,1,1
38197,1,0
38341,1,2
38581,1,0
38695,1,0
38716,1,0
38758,1,1
38797,1,1
38830,1,0
38836,1,5
39133,1,0
39190,1,22
39412,1,13
39436,1,1
39709,1,0
39718,1,42
39783,1,26
39796,1,0
40173,1,0
40198,1,0
40207,1,0
40255,1,0
40438,1,0
4044,1,0
40693,1,0
41158,1,0
41590,1,1
41655,1,186
41860,1,0
41869,1,6
42004,1,0
42093,1,15
42301,1,17
42355,1,0
42391,1,0
42652,1,2
42829,1,25
42853,1,0
42883,1,0
43162,1,0
43429,1,3
43918,1,9
44580,1,10
44815,1,0
45190,1,5
45247,1,0
45268,1,0
46147,1,34
46708,1,61
46750,1,0
46933,1,5
46942,1,2
46948,1,1
47134,1,2
47151,1,117
47206,1,5
47230,1,0
47335,1,1
47340,1,8
47557,1,4
47605,1,0
47623,1,0
47662,1,0
48025,1,80
48262,1,72
48277,1,0
48352,1,14
48919,1,0
49540,1,0
49573,1,7
49612,1,0
49885,1,3
50374,1,5
50389,1,8
50470,1,0
50485,1,9
50887,1,106
51007,1,0
51262,1,0
51316,1,1
51346,1,0
5141,1,24
5219,1,23
52372,1,3
52381,1,8
52564,1,3
52678,1,2
52711,1,0
5303,1,0
53110,1,0
53116,1,0
53140,1,0
53350,1,6
53446,1,4
535,1,2
54388,1,9
54469,1,0
54511,1,1
54661,1,0
54688,1,0
54717,1,16
54732,1,24
54781,1,0
54790,1,2
54886,1,0
55159,1,2
5519,1,0
55303,1,26
55318,1,3
55591,1,0
55608,1,15
55750,1,0
55948,1,0
55957,1,0
55966,1,39
55981,1,0
56212,1,3
56647,1,0
56764,1,0
56797,1,0
56806,1,0
56821,1,0
56845,1,0
57079,1,0
57268,1,0
57271,1,0
57274,1,34
57316,1,0
57493,1,0
57886,1,27
57943,1,3
57997,1,0
58119,1,69
58372,1,3
58399,1,0
58444,1,0
58462,1,0
585,1,7
58552,1,19
58630,1,5
58959,1,59
59311,1,1
5949,1,15
59590,1,0
59596,1,2
59740,1,1
60061,1,0
60096,1,4
60109,1,37
60133,1,0
60163,1,20
60364,1,1
60382,1,0
60391,1,2
60604,1,1
61102,1,1
61143,1,54
61285,1,61
61294,1,0
61390,1,0
61540,1,0
61561,1,289
61695,1,4
62127,1,4
62431,1,51
62502,1,9
62623,1,2
62940,1,2
62964,1,97
63408,1,24
63547,1,21
63589,1,0
63652,1,1
63670,1,1
63718,1,1
63922,1,7
64381,1,189
64477,1,0
64768,1,1
64948,1,0
65023,1,0
65236,1,0
65271,1,60
65476,1,1
65479,1,5
65494,1,2
65517,1,5
65551,1,10
65560,1,0
65567,1,12
65578,1,0
65593,1,0
65713,1,13
6572,1,1
65836,1,0
66220,1,0
66811,1,2
67435,1,0
67936,1,1
68077,1,4
68377,1,2
68440,1,7
68795,1,69
69106,1,23
69115,1,0
6939,1,39
70012,1,1
70120,1,1
70270,1,0
70474,1,0
70490,1,11
70522,1,1
70588,1,3
70600,1,2
70810,1,4
71005,1,1
71152,1,14
71275,1,9
71356,1,4
71389,1,1
71449,1,0
71933,1,14
71947,1,2
72136,1,0
72667,1,1
727,1,0
72952,1,0
73342,1,1
73432,1,3
73531,1,0
73768,1,0
74215,1,75
74479,1,9
74794,1,0
75388,1,3
75706,1,1
75742,1,3
75871,1,43
75949,1,0
76231,1,15
76240,1,48
7716,1,3
77161,1,9
77290,1,0
77314,1,3
77360,1,0
77419,1,2
78286,1,0
78346,1,0
78349,1,0
78365,1,103
78476,1,69
78541,1,3
78958,1,0
79018,1,2
79066,1,0
79132,1,3
79192,1,10
79531,1,5
79645,1,0
79996,1,0
80062,1,10
80078,1,13
80251,1,0
80528,1,19
80575,1,1
80611,1,52
80665,1,0
80701,1,0
81145,1,0
81196,1,1
81229,1,0
81244,1,5
81343,1,6
81356,1,38
81466,1,13
81520,1,16
82025,1,0
8207,1,0
82105,1,3
8230,1,71
82606,1,5
8267,1,0
82840,1,1
82846,1,3
82894,1,0
83405,1,12
83563,1,0
83671,1,25
8393,1,3
8426,1,11
84556,1,1
84586,1,0
84634,1,1
8474,1,1
84763,1,1
8477,1,0
84811,1,0
84923,1,55
84988,1,0
85177,1,0
85291,1,3
85339,1,3
85567,1,0
85852,1,0
86122,1,0
86153,1,2
86218,1,1
86311,1,3
86377,1,0
86953,1,0
87067,1,0
87082,1,0
87181,1,4
87277,1,10
88120,1,0
88432,1,0
88489,1,0
8879,1,0
88831,1,0
88924,1,0
88969,1,0
89009,1,16
8903,1,0
89185,1,40
89257,1,0
8933,1,5
89362,1,0
90367,1,2
90545,1,9
90619,1,0
9089,1,0
90904,1,0
91007,1,7
91183,1,2
91226,1,55
91261,1,0
91291,1,0
91402,1,0
91804,1,0
92098,1,20
92137,1,0
9215,1,5
92188,1,3
92314,1,0
92536,1,0
92542,1,3
92827,1,2
92873,1,45
93019,1,5
93115,1,0
93187,1,9
93808,1,0
93881,1,40
94046,1,3
94087,1,0
94156,1,93
94171,1,1
94193,1,79
9425,1,0
94366,1,6
94414,1,0
94666,1,1
9533,1,3
9551,1,5
95722,1,0
9574,1,15
9590,1,153
9595,1,21
9611,1,0
96223,1,1
96283,1,14
96460,1,3
96526,1,0
96586,1,3
9659,1,0
9689,1,44
9707,1,0
9754,1,0
97672,1,43
97819,1,34
97900,1,5
9827,1,4
99019,1,10
99049,1,1
99376,1,0
99577,1,1
9964,1,58
99706,1,0
99802,1,0
99904,1,23
99920,1,0
100015,2,0
100126,2,0
100267,2,0
100840,2,1
101615,2,5
101896,2,1
102094,2,0
102362,2,10
102476,2,9
102478,2,0
102811,2,0
102955,2,19
103184,2,2
103198,2,0
10325,2,4
103261,2,0
103267,2,34
103330,2,14
103390,2,11
103580,2,119
103675,2,0
103855,2,0
104536,2,0
104764,2,0
104776,2,0
104800,2,8
104848,2,4
104890,2,0
105301,2,3
105436,2,0
105613,2,0
105784,2,0
105802,2,0
105865,2,1
105932,2,10
106057,2,1
106249,2,3
106363,2,3
106634,2,10
106702,2,1
106714,2,0
107245,2,2
107446,2,0
107567,2,51
107578,2,9
107596,2,2
108265,2,3
108475,2,0
108958,2,1
109129,2,0
109213,2,1
10931,2,29
109336,2,0
109387,2,0
109390,2,3
10943,2,12
10949,2,1
109532,2,49
109771,2,0
10991,2,0
109945,2,0
11068,2,28
110680,2,0
